practitioner_role_id,telecom_system,telecom_value,telecom_use
fc370018-48e8-4fc4-ab04-48fb54d5f557,phone,7602444288,work
fc370018-48e8-4fc4-ab04-48fb54d5f557,phone,7602561888,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,fax,7609564705,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,fax,9098254778,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,fax,9099379238,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,fax,9099493967,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,fax,9517374040,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,phone,7609561100,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,phone,8003458979,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,phone,9098253425,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,phone,9099379230,work
3817e9f2-d294-4120-aa7d-85af6f2c2815,phone,9517374000,work
85cfa527-f9f4-49b6-abb0-65028131234e,fax,6618296937,work
85cfa527-f9f4-49b6-abb0-65028131234e,fax,9093344552,work
85cfa527-f9f4-49b6-abb0-65028131234e,fax,9095903898,work
85cfa527-f9f4-49b6-abb0-65028131234e,fax,9513608798,work
85cfa527-f9f4-49b6-abb0-65028131234e,fax,9514047074,work
85cfa527-f9f4-49b6-abb0-65028131234e,phone,6618296747,work
85cfa527-f9f4-49b6-abb0-65028131234e,phone,9093344545,work
85cfa527-f9f4-49b6-abb0-65028131234e,phone,9094649675,work
85cfa527-f9f4-49b6-abb0-65028131234e,phone,9513608795,work
85cfa527-f9f4-49b6-abb0-65028131234e,phone,9513655585,work
2a060846-47b3-4ac1-9633-a55a7e94a13a,fax,0000000000,work
2a060846-47b3-4ac1-9633-a55a7e94a13a,fax,7608952101,work
2a060846-47b3-4ac1-9633-a55a7e94a13a,phone,7604859313,work
2a060846-47b3-4ac1-9633-a55a7e94a13a,phone,7607777720,work
5098ff84-e013-432b-9adf-3ddae5759d3d,fax,9098238088,work
5098ff84-e013-432b-9adf-3ddae5759d3d,phone,9098238000,work
d0fe4f4a-7e0e-4f8b-9c73-896aacaac363,fax,9513018970,work
d0fe4f4a-7e0e-4f8b-9c73-896aacaac363,phone,9513013626,work
28be8291-878d-48c6-ba0a-79de02ec72ce,fax,7603348714,work
28be8291-878d-48c6-ba0a-79de02ec72ce,phone,7603384341,work
6fb8aa9b-fc53-45ac-a967-cf78062dec59,fax,9514865145,work
6fb8aa9b-fc53-45ac-a967-cf78062dec59,fax,9515718914,work
6fb8aa9b-fc53-45ac-a967-cf78062dec59,fax,9515718936,work
6fb8aa9b-fc53-45ac-a967-cf78062dec59,phone,8007209553,work
6fb8aa9b-fc53-45ac-a967-cf78062dec59,phone,9514864000,work
6fb8aa9b-fc53-45ac-a967-cf78062dec59,phone,9519889500,work
